name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Barrington Court Tenants Association Room,Lamble Street,NA,NA,Camden,,5143554,E09000007,Gospel Oak,E05000134,E05000134,51.5527700145275,-0.15089252668808595,,,528186.0001221001,185438.00012210011,11/20/2022
Talacre Action Group,Wilkin Street,NA,NA,Camden,,5133217,E09000007,Haverstock,E05000136,E05000136,51.547030258460424,-0.14564396918700537,,,528566.0001221001,184809.00012210011,11/20/2022
Denyer House TRA Room,44 Denyer House, Highgate Road,NA,Camden,,5154988,E09000007,Highgate,E05000137,E05000137,51.555851225763526,-0.1432653477101088,,,528706.0001221001,185794.00012210011,11/20/2022
Arkwright Mansions Tenants Room,206 Finchley Road,NA,NA,Camden,,5144665,E09000007,Frognal and Fitzjohns,E05000133,E05000133,51.55023216742818,-0.18127455706198578,,,526087.0001221001,185103.00012210011,11/20/2022
Beaumont Walk Tenants Association Room,Beaumont Walk,NA,NA,Camden,,5149568,E09000007,Haverstock,E05000136,E05000136,51.54354777893173,-0.15635792561533662,,,527833.0001221001,184403.00012210011,11/20/2022
Primrose Hill Court TRA Room,94 Primrose Hill Court, King Henry's Road,NA,Camden,,5144589,E09000007,Camden Town with Primrose Hill,E05000130,E05000130,51.541859868352965,-0.15825785910184306,,,527706.0001221001,184212.00012210011,11/20/2022
Constable House Tenants Hall,Constable House, Adelaide Road,NA,Camden,,5147924,E09000007,Haverstock,E05000136,E05000136,51.543786440705794,-0.15494920096264367,,,527930.0001221001,184432.00012210011,11/20/2022
Taplow TA Room,Adelaide Road,NA,NA,Camden,,5144588,E09000007,Belsize,E05000128,E05000128,51.54219853362529,-0.16955177886974074,,,526922.0001221001,184230.00012210011,11/20/2022
Burgh House Trust,New End Square,NA,NA,Camden,,5067420,E09000007,Hampstead Town,E05000135,E05000135,51.55767471077863,-0.17348958315681395,,,526606.0001221001,185944.00012210011,11/20/2022
St Christophers Fellowship,96 Shoot-up Hill,NA,NA,Camden,,5122783,E09000007,Fortune Green,E05000132,E05000132,51.551886281149024,-0.2081129969180334,,,524222.0001221001,185241.00012210011,11/20/2022
Templar House Tenants Hall,99 Templar House, Shoot-Up Hill,NA,Camden,,5143564,E09000007,Fortune Green,E05000132,E05000132,51.54788789782049,-0.20306281121190586,,,524583.0001221001,184805.00012210011,11/20/2022
Agar Grove Tenant Management Co-operative,Wrotham Road,NA,NA,Camden,,5147995,E09000007,St. Pancras and Somers Town,E05000143,E05000143,51.54137570979387,-0.13162420847741635,,,529554.0001221001,184205.00012210011,11/20/2022
Camden Square TA Hall,1a Camden Park Road,NA,NA,Camden,,5024787,E09000007,Cantelowes,E05000131,E05000131,51.54521225322764,-0.125192600773824,,,529989.0001221001,184643.00012210011,11/20/2022
Primrose Hill Community Centre,29 Hopkinsons Place, Primrose Hill, London,Camden,,5024639,E09000007,Camden Town with Primrose Hill,E05000130,E05000130,51.53961345178505,-0.1538055882585604,,,528021.0001221001,183970.00012210011,11/20/2022
Three Fields TA Hall,Arlington Road (on Northgate, known as Camden High Street),NA,Camden,,5110689,E09000007,Regent's Park,E05000142,E05000142,51.53526957591954,-0.13957501356886978,,,529020.0001221001,183512.00012210011,11/20/2022
Regents Park TA Room,Redhill Street,NA,NA,Camden,,5192080,E09000007,Regent's Park,E05000142,E05000142,51.52919050731925,-0.1424471176567639,,,528838.0001221001,182831.00012210011,11/20/2022
West Euston Partnership ,HPod, Cumberland Market,NA,Camden,,5144496,E09000007,Regent's Park,E05000142,E05000142,51.52899630415609,-0.14040755113655418,,,528980.0001221001,182813.00012210011,11/20/2022
Samuel Lithgow Youth Centre (London Youth),69-75 Stanhope Street,NA,NA,Camden,,5083006,E09000007,Regent's Park,E05000142,E05000142,51.52637432598655,-0.13953397476590557,,,529048.0001221001,182523.00012210011,11/20/2022
Churchway Tenants Association Room,1-31 Churchway,NA,NA,Camden,,5149571,E09000007,St. Pancras and Somers Town,E05000143,E05000143,51.528259409883766,-0.12913340035955032,,,529764.0001221001,182751.00012210011,11/20/2022
Training Link ,54 56 Phoenix Road,NA,NA,Camden,,5087521,E09000007,St. Pancras and Somers Town,E05000143,E05000143,51.530625234044386,-0.12916616950074292,,,529755.0001221001,183014.00012210011,11/20/2022
Camden People First,215 Eversholt Street, Ampthill Square,NA,Camden,,5019905,E09000007,St. Pancras and Somers Town,E05000143,E05000143,51.532038170570324,-0.13543852433240697,,,529316.0001221001,183160.00012210011,11/20/2022
Lauderdale House Society,Highgate Hill, Waterlow Park,NA,Camden,,5023081,E09000007,Highgate,E05000137,E05000137,51.56879616579795,-0.1417709938084621,,,528773.0001221001,187236.00012210011,11/20/2022
Wanstead House Community Association,21 The Green, London ,NA,Redbridge,,100022259565,E09000026,Wanstead,E05000515,E05011254,51.57371989987879,0.030770633028992442,,,540713.6301269978,188101.44012449682,11/20/2022
Bourne Estate Tenants Association Hall,Gray's Inn Buildings, Rosebery Avenue,NA,Camden,,5166220,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.52192798891981,-0.11062249462955186,,,531066.0001221001,182080.00012210011,11/20/2022
Langdon House Tenants Association Hall,Flat 34, Langdon House, Leather Lane,Camden,,5149574,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.52046475231155,-0.10800165486701983,,,531252.0001221001,181922.00012210011,11/20/2022
Gamages Tenants Hall,12b Leather Lane,NA,NA,Camden,,5084573,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.51850995500482,-0.10724657696495898,,,531310.0001221001,181706.00012210011,11/20/2022
Havelock Community Shop,39 Hunt Road,Southall,Middlesex,Ealing,,12038325,E09000009,Norwood Green,E05000186,E05000186,51.501547148077094,-0.3706867033235955,Anne-Marie Joseph,,513077.0001221001,179380.00012210011,11/20/2022
St Helier Hall,12 Eastfield Road ,NA,NA,Enfield,,207162912,E09000010,Enfield Highway,E05000198,E05000198,51.666777235643146,-0.03933093591168133,,,535579.0001221001,198316.00012210011,11/20/2022
Ordnance Unity Centre,645 Hertford Road ,NA,NA,Enfield,,207144176,E09000010,Enfield Lock,E05000199,E05000199,51.67157982081782,-0.037720476920057706,,,535676.0001221001,198853.00012210011,11/20/2022
Memorial Hall,Maldon Road ,NA,NA,Enfield,,207015762,E09000010,Edmonton Green,E05000197,E05000197,51.622798943947195,-0.06479354196553656,,,533948.0001221001,193379.00012210011,11/20/2022
Vaine House,Cassland Road, Gascoyne Estate, Hackney,Hackney,,10008310347,E09000012,Hackney Wick,E05009374,E05009374,51.54385848936087,-0.03748044778535906,,,536074.0001221001,184652.00012210011,11/20/2022
Tower Gardens,2 Inglethorp House, ,NA,Hackney,,100023006275,E09000012,Cazenove,E05009368,E05009368,51.56322011937807,-0.06172580593518588,,,534336.0001221001,186760.00012210011,11/20/2022
St Mary Community Centre,Kent Street, Hackney, London,Hackney,,10008243952,E09000012,Haggerston,E05009375,E05009375,51.53279410698816,-0.06877237871528336,,,533937.0001221001,183364.00012210011,11/20/2022
Smalley Road Community Centre,20 Cleveland Close,NA,NA,Hackney,,10008229195,E09000012,Stoke Newington,E05009385,E05009385,51.56066489102507,-0.07039086248428494,,,533743.0001221001,186460.00012210011,11/20/2022
Sherry's Wharf,5 Oswalds mead, ,NA,Hackney,,200001742182,E09000012,King's Park,E05009379,E05009379,51.55410719569431,-0.03240821698123196,,,536395.0001221001,185801.00012210011,11/20/2022
Napier Grove ,1 Napier Grove, ,NA,Hackney,,100023136698,E09000012,Hoxton West,E05009378,E05009378,51.53171300892903,-0.09118324009260949,,,532386.0001221001,183203.00012210011,11/20/2022
Beecholme,Prout Rd,NA,NA,Hackney,,100021066903,E09000012,Lea Bridge,E05009380,E05009380,51.55931073521149,-0.05320606033730308,,,534938.0001221001,186341.00012210011,11/20/2022
Azalea Court ,Finsbury Park Place, Queens Drive, Hackney,Hackney,,10008348541,E09000012,Brownswood,E05009367,E05009367,51.56556110625147,-0.09956100309724375,,,531707.2100829929,186951.4700927958,11/20/2022
Amwell Court Estate ,Portland Rise, London ,NA,Hackney,,10008286958,E09000012,Woodberry Down,E05009387,E05009387,51.5660086139601,-0.0913776392787329,,,532273.0001221001,187016.00012210011,11/20/2022
William Banfield Community Hall,Munster Road,NA,NA,Hammersmith and Fulham,,34043341,E09000013,Town,E05000264,E05000264,51.47308748461598,-0.2041319182391547,,,524713.0001221001,176486.00012210011,11/20/2022
Clem Attlee Residents Hall,Clem Attlee Tenants Hall,Len Freeman Place,London,Hammersmith and Fulham,,34050487,E09000013,Fulham Broadway,E05000254,E05000254,51.48228828436902,-0.20415934734579924,,,524686.0001221001,177509.00012210011,11/20/2022
Nye Bevan Hall,Aspen Gardens,London,NA,Hammersmith and Fulham,,34006935,E09000013,Hammersmith Broadway,E05000256,E05000256,51.490764616121794,-0.2286920463638856,Rose Whittock,,522960.0001221001,178410.00012210011,11/20/2022
I Can Care Centre,Woodside House, Woodside Park, 294 High Road,Haringey,,100021190383,E09000014,Woodside,E05000284,E05000284,51.60314216723718,-0.10911567048176986,Raj Doshi,,530937.0001221001,191113.00012210011,11/20/2022
Brookside Hall,Brookside Hall, Brookside Close, Harrow,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,200000320386,E09000015,Roxbourne,E05000301,E05000301,51.56017253798592,-0.3776962957901282,,,512446.0001221001,185888.00012210011,11/20/2022
Wennington Village Association,1a Church Lane Wennington, Rainham,NA,Havering,,100021357962,E09000016,Rainham and Wennington,E05000318,E05000318,51.506346508596096,0.21864609877864755,Tony Turvey,,553957.5001221001,180988.8101195991,11/20/2022
Rush Green Community Association,Rush Green Gardens  Rush Green Road, Romford,NA,Havering,,200002675419,E09000016,Brooklands,E05000306,E05000306,51.5646440967756,0.17238932025835174,Dave Young,,550555.4500731975,187374.40008549392,11/20/2022
Rainham Royals Youth Centre,Viking Way, Rainham,NA,Havering,,100023214855,E09000016,Rainham and Wennington,E05000318,E05000318,51.518556332661525,0.1923980292601972,Paula Young,,552095.6000976935,182291.4700927958,11/20/2022
Rainham & Wennington Community Association,Brenda Blakemore Community Centre, Davies Close, Rainham,Havering,,10091577045,E09000016,Rainham and Wennington,E05000318,E05000318,51.520620932347754,0.20733475133037793,Charles Lipman,,553124.7800902948,182552.18011479825,11/20/2022
Havering Asian Social & Welfare Association,Greenfields Kilmartin Way Elm Park,NA,NA,Havering,,10091576884,E09000016,Elm Park,E05000308,E05000308,51.54376420733613,0.20284703570099533,Manjit Singh,,552736.0001221001,185116.00012210011,11/20/2022
Emerson Park Community Association,Emerson Park Social Hall Slewins Lane Hornchurch,NA,NA,Havering,,100023213572,E09000016,Squirrel's Heath,E05000322,E05000322,51.57470538986798,0.21523067318046404,Aggarwal,Craig Richards,553490.3001098931,188582.16009519994,11/20/2022
Cranham Community Association,115a Marlborough Gardens Cranham,NA,NA,Havering,,100023215299,E09000016,Cranham,E05000307,E05000307,51.56748205233536,0.2670499003990988,Sharon Cundick,,557105.2700805962,187889.1000976935,11/20/2022
Briar Community Association,Betty Strathern Centre, 41 Myrtle Rd, Harold Hill,Havering,,100023216866,E09000016,Heaton,E05000314,E05000314,51.60199916479714,0.21530754393757529,Steve Butler,,553403.6400756985,191617.0200805962,11/20/2022
Hartlands Community Centre,Water Church Road, Heston,NA,Hounslow,,100023405671,E09000018,Heston West,E05000357,E05000357,51.49024352222208,-0.40690750552567606,,,510590.7200927958,178067.7700805962,11/20/2022
Hunter House,Highfields Estate - Hazel Grove,NA,NA,Hounslow,,200003966196,E09000018,Feltham West,E05000352,E05000352,51.44592485606793,-0.4125636744193647,,,510304.93011479825,173131.29010009766,11/20/2022
Mersey Estate TRA Flat,2 Birkenhead House,Mersey Estate,Liverpool Road,Islington,,5300057849,E09000019,St. Mary's,E05000379,E05000379,51.54838123843609,-0.10858896124311826,,,531131.0001221001,185025.00012210011,11/20/2022
Durham Road Community Room,Bolton Walk,Durham Road,London,Islington,,5300010980,E09000019,Finsbury Park,E05000371,E05000371,51.56399027752129,-0.1117074170055238,Vanessa Khan,,530870.0001221001,186755.00012210011,11/20/2022
Bennett Court Community Centre,Axminster Road,London ,NA,Islington,,10008977973,E09000019,Finsbury Park,E05000371,E05000371,51.55948196638334,-0.1165834632055419,Chris Donovan,,530545.0001221001,186245.00012210011,11/20/2022
Menard Court Community Centre,Pleydell Estate,Galway Street,NA,Islington,,10012786377,E09000019,Bunhill,E05000367,E05000367,51.526475659719004,-0.0915465047323022,,,532376.0001221001,182620.00012210011,11/20/2022
St Lukes TRA Community Room,Bath Court,Bath Street,NA,Islington,,10090549514,E09000019,Bunhill,E05000367,E05000367,51.525857122221474,-0.08835717560533116,,,532599.0001221001,182557.00012210011,11/20/2022
Peregrine Hall Community Centre,Peregrine House,Hall Street London ,NA,Islington,,10010440292,E09000019,Bunhill,E05000367,E05000367,51.52931203290479,-0.0989545944215814,,,531854.0001221001,182922.00012210011,11/20/2022
King Square Community Centre,Ground floor,Rahere House,King Square,Islington,,10090549145,E09000019,Bunhill,E05000367,E05000367,51.528069481958134,-0.09609380248106056,Mrs Liz Smithson,,532056.0001221001,182789.00012210011,11/20/2022
Betty Brunker Hall,Gambier House,Mora Street,NA,Islington,,10091003650,E09000019,Bunhill,E05000367,E05000367,51.527437864892,-0.09098719963446372,,,532412.0001221001,182728.00012210011,11/20/2022
Brecknock Estate TRA Flat,Flat 1,Blake House,Brecknock Road Estate,Islington,,5300011414,E09000019,St. George's,E05000378,E05000378,51.552747808043506,-0.13189394631311813,Ms Tracy Miller,,529503.0001221001,185469.00012210011,11/20/2022
Harry Rice Hall Community Centre ,72 – 74 Hargrave Park ,London,NA,Islington,,5300040787,E09000019,Junction,E05000376,E05000376,51.56351992406857,-0.13855185740658957,,,529011.0001221001,186655.00012210011,11/20/2022
Girdlestone Community Centre,Under 151,Salisbury Walk,Girdlestone Estate,Islington,,10012785327,E09000019,Junction,E05000376,E05000376,51.56468472013852,-0.1377106230736892,Jan Manderson,,529066.0001221001,186786.00012210011,11/20/2022
Holly Hall Community Centre,Blythwood Road, London,NA,Islington,,5300010632,E09000019,Hillrise,E05000374,E05000374,51.57287583854522,-0.11786275434137974,Ms Marcia Emmanuel,,530418.0001221001,187732.00012210011,11/20/2022
Charles Rowan House TRA Flat,88 Charles Rowan House,Margery Street,NA,Islington,,5300062006,E09000019,Clerkenwell,E05000370,E05000370,51.526856845945524,-0.10841429853805132,,,531205.0001221001,182632.00012210011,11/20/2022
Thornhill Houses TRA Flat,Block 70-83 Thornhill Houses,NA,NA,Islington,www.thornhillhousesra.com,5300090456,E09000019,Barnsbury,E05000366,E05000366,51.54252919209111,-0.10875954954001617,,,531136.0001221001,184374.00012210011,11/20/2022
PEDLARS ACRE COMMUNITY HALL,1 Opal Street, North Lambeth,NA,Lambeth,,200000476675,E09000022,Stockwell,E05000429,E05000429,51.4756043612619,-0.11972416212896464,,,530567.0001221001,176913.00012210011,11/20/2022
LOUGHBOROUGH ESTATE,105 Angell Road, London,NA,Lambeth,,10008787179,E09000022,Coldharbour,E05000420,E05000420,51.466087933015906,-0.10401734303895863,,,531685.0001221001,175883.00012210011,11/20/2022
FENWICK ESTATE,128 Willington Road, London,NA,Lambeth,,100023389658,E09000022,Larkhall,E05000425,E05000425,51.46315592505226,-0.12469936527364735,,,530257.0001221001,175520.00012210011,11/20/2022
DERONDA ESTATE,Jarrett Close ,NA,NA,Lambeth,,200000524644,E09000022,Thurlow Park,E05000434,E05000434,51.44170512742176,-0.10674006324983853,,,531566.0001221001,173167.00012210011,11/20/2022
"Rotunda, CRESSINGHAM GARDENS ESTATE",Cressingham Gardens estate, Tulse Hill, London,Lambeth,,10008787389,E09000022,Tulse Hill,E05000435,E05000435,51.44655637772922,-0.11031031151042209,,,531304.0001221001,173700.00012210011,11/20/2022
BERRIDGE ROAD ESTATE,13 -17 Bridgetown Close,,NA,Lambeth,,200000455711,E09000022,Gipsy Hill,E05000422,E05000422,51.4245759051346,-0.08483343716890988,,,533138.0001221001,171302.00012210011,11/20/2022
St Lukes Hall,1 Hawthorne Road, London,NA,Waltham Forest,,200001430358,E09000031,William Morris,E05000608,E05000608,51.58925467466831,-0.01747664061072366,,,537324.0001221001,189737.00012210011,11/20/2022
Woodman Community Centre,Woodman Street, North Woolwich, London,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Woodman-Community-Centre.aspx,10009003863,E09000025,Royal Docks,E05000491,E05000491,51.50098658837002,0.06918622345773365,Beckton and Royal Docks Community Neighbourhood Team,,543604.0001221001,180089.00012210011,11/20/2022
Rennie Tenants and Residents Association New Hall,Galleywall Road,NA,NA,Southwark,,200003406799,E09000028,South Bermondsey,E05000550,E05011116,51.48863229572041,-0.05697163010745202,Caretaker,,534885.7401122972,178475.34008789808,11/20/2022
Bluebird Community Centre,821 Old Kent Road,NA,NA,Southwark,http://trass.org.uk/,200003380837,E09000028,Livesey,E05000543,E05011109,51.47928588828647,-0.05432611092988582,,,535097.0001221001,177441.00012210011,11/20/2022
Bellenden Old School,165 Bellenden Rd, London,NA,Southwark,,200003394411,E09000028,South Camberwell,E05000551,E05011113,51.46563219216702,-0.07166745811513826,,,533933.0001221001,175891.00012210011,11/20/2022
Aylesbury Access Centre,Unit 7 Thurlow Street,London,NA,Southwark,,10090286106,E09000028,Faraday,E05000541,E05011102,51.487303878693666,-0.08434451098208456,,,532989.5300902948,178277.55010989308,11/20/2022
Rosehill Community Centre,Rosehill Community Centre, Rosehill Recreation Ground, Rose Hill,Sutton,,5870117675,E09000029,Sutton North,E05000565,E05000565,51.37778773756496,-0.1927894335649897,,,525762.0001221001,165909.00012210011,11/20/2022
Seven Acres Community Hub,Seven Acres Community Hub, 41-43 Seven Acres, Carshalton,Sutton,https://www.suttonhousingpartnership.org.uk/news-events/cuppa-with-a-copper-at-seven-acres-community-hub--763,5870066625,E09000029,The Wrythe,E05000568,E05000568,51.37485108689604,-0.17219759646482982,,,527203.0001221001,165618.00012210011,11/20/2022
Hill House,Hill House Community Centre,Hill House,Bishopsford Road,Sutton,,5870054793,E09000029,St. Helier,E05000562,E05000562,51.386547642524874,-0.1817501167613713,,,526506.0001221001,166902.00012210011,11/20/2022
"Marmion Centre, Waltham Forest Resource Hub",58 Hall Lane, London,NA,Waltham Forest,https://www.ageuk.org.uk/walthamforest/,100023000650,E09000031,Valley,E05000607,E05000607,51.61656526734726,-0.019435889099443986,,,537106.0001221001,192770.00012210011,11/20/2022
Friday Hill House Community Care Support Centre,56 Friday Hill, London,NA,Waltham Forest,,200001418874,E09000031,Hatch Lane,E05000598,E05000598,51.62133713126688,0.010405502767153067,,,539157.0001221001,193357.00012210011,11/20/2022
Henry Prince Estate Community Clubroom,Henry Prince Estate Community Clubroom,	Garratt Lane, Prince Henry Estate,Wandsworth,,121054835,E09000032,Earlsfield,E05000612,E05000612,51.44421676324478,-0.18884368094872417,,,525854.0001221001,173302.00012210011,11/20/2022
Friday Hill Tenant Management Community Centre & Offices,19 Chingdale Road, London,NA,Waltham Forest,http://www.fridayhilltmo.org.uk/community-association,100022998622,E09000031,Hatch Lane,E05000598,E05000598,51.61939038056806,0.011171864000667171,,,539216.0001221001,193142.00012210011,11/20/2022
Chingdale Centre,19 Chingdale Road, London,NA,Waltham Forest,,100023583824,E09000031,Hatch Lane,E05000598,E05000598,51.61939038056806,0.011171864000667171,,,539216.0001221001,193142.00012210011,11/20/2022
Vestry House Museum Community Café & Room,Vestry Road, London,NA,Waltham Forest,https://vestryhousemuseum.org.uk/,100022986430,E09000031,Hoe Street,E05000601,E05000601,51.58350851666172,-0.011143846377015505,,,537780.0001221001,189110.00012210011,11/20/2022
Waltham Forest Community Hub,18A Orford Road, London,NA,Waltham Forest,https://www.wfchub.org/,100022985164,E09000031,Hoe Street,E05000601,E05000601,51.58228965321123,-0.010865050750293462,,,537803.0001221001,188975.00012210011,11/20/2022
Markhouse Road Day Centre,247 Markhouse Road, London,NA,Waltham Forest,https://directory.walthamforest.gov.uk/kb5/walthamforest/directory/service.page?id=HASnaIBO0VQ,100022984173,E09000031,Markhouse,E05000606,E05000606,51.57424020015681,-0.026833469648452925,,,536721.0001221001,188050.00012210011,11/20/2022
The Mill Community Centre at Coppermill Ltd,7-11 Coppermill Lane, London,NA,Waltham Forest,https://themille17.org/,100022984117,E09000031,High Street,E05000599,E05000599,51.58083639789985,-0.03295703880437289,,,536277.0001221001,188772.00012210011,11/20/2022
Ambia Community Centre,144 Bramley Close, London,NA,Waltham Forest,,100023583751,E09000031,Higham Hill,E05000600,E05000600,51.59342567953462,-0.030709246602703282,,,536395.0001221001,190176.00012210011,11/20/2022
Gnome House Community Print Making Workshop & Café,Gnome House, 7 Blackhorse Lane, London,Waltham Forest,http://gnomehouse.org.uk/,10091186484,E09000031,William Morris,E05000608,E05000608,51.58865429224359,-0.03901529774953423,,,535834.0001221001,189630.00012210011,11/20/2022
Blackhorse Community Workshop & Café,1-2 Sutherland Road Path, London,NA,Waltham Forest,http://www.blackhorseworkshop.co.uk/,10091186505,E09000031,Higham Hill,E05000600,E05000600,51.59154590809605,-0.03714364812398539,,,535955.0001221001,189955.00012210011,11/20/2022
Higham Hill Community Hub & Café,Higham Hill Park, Hecham Close, London,Waltham Forest,http://highamhillhub.org.uk/,10091185782,E09000031,Higham Hill,E05000600,E05000600,51.59662588818631,-0.03598596204390081,,,536020.0001221001,190522.00012210011,11/20/2022
Hoe Street Community Centre,1 Hoe Street, London,NA,Waltham Forest,https://wfculture19.co.uk/onehoestreet-venue,100022980966,E09000031,Hoe Street,E05000601,E05000601,51.588873042861216,-0.016713605122236706,,,537378.0001221001,189696.00012210011,11/20/2022
Town Hall Complex Community Café,701 Forest Road, London,NA,Waltham Forest,,200001418714,E09000031,Chapel End,E05000592,E05000592,51.59066224924573,-0.011899803943071432,,,537706.0001221001,189904.00012210011,11/20/2022
Gordon Road Community Centre,22 Gordon Road, London,NA,Waltham Forest,,200001430233,E09000031,Cathall,E05000591,E05000591,51.55224193066158,-0.003982136760221001,,,538371.0001221001,185647.00012210011,11/20/2022
Crownfield Road Community Centre,90 Crownfield Road, London,NA,Waltham Forest,,100022974083,E09000031,Cathall,E05000591,E05000591,51.551913346891595,0.003158941668385283,,,538867.0001221001,185624.00012210011,11/20/2022
X7Eaven Productions Ltd/ Nexus Community Centre,1 Snowberry Close, London,NA,Waltham Forest,http://www.x7dance.com/community/about.htm,200001446777,E09000031,Cathall,E05000591,E05000591,51.55263179484997,0.005325643283862951,,,539015.0001221001,185708.00012210011,11/20/2022
The Junction Adult Learning Service & Community Library,2-4 Cathall Road, Leytonstone,NA,Waltham Forest,,100022963565,E09000031,Cathall,E05000591,E05000591,51.557603575005864,0.008054869400427265,,,539189.0001221001,186266.00012210011,11/20/2022
East London Community Law Service,440 Cathall Road, London,NA,Waltham Forest,http://elclas.org.uk/,200001423354,E09000031,Cathall,E05000591,E05000591,51.55990159590008,0.005154908026384647,,,538981.0001221001,186516.00012210011,11/20/2022
SCOPE Day Centre (VCS Hub),1 Russell Road, London,NA,Waltham Forest,,100022957215,E09000031,Lea Bridge,E05000603,E05000603,51.57383859766785,-0.014755805311870525,,,537559.0001221001,188028.00012210011,11/20/2022
"Dahir Community House, East London Community Law Service",702 High Road, Leyton, London,Waltham Forest,http://elclas.org.uk/,100022554114,E09000031,Forest,E05000595,E05000595,51.57121856175985,-0.006629056896447065,,,538130.0001221001,187752.00012210011,11/20/2022
Capel Manor College Community Centre,169 Farmer Rd, London,NA,Waltham Forest,https://walthamforest.gov.uk/content/brooks-farm-outdoor-learning-centre,100022541333,E09000031,Leyton,E05000604,E05000604,51.56956281060803,-0.008693103816058662,,,537992.0001221001,187564.00012210011,11/20/2022
Pennethorne House Meeting Room,4 Wye Street, London,NA,Wandsworth,,100023701709,E09000032,Latchmere,E05000617,E05000617,51.46738688995134,-0.1745204550863194,Andrew Beech,,526785.0001221001,175903.00012210011,11/20/2022
Patmore Clubroom,Thessaly Road, London, SW8 4HT,Lambeth,,200000483613,E09000022,Larkhall,E05000425,E05000425,51.47385838869086,-0.13291179441265544,"Chris Laytham, Patmore Coop ",,529656.2700805962,176695.43011479825,11/20/2022
Toland Square Community Clubroom,Toland Square Community Clubroom,Toland Square,London,Wandsworth,,121054253,E09000032,West Putney,E05000629,E05000629,51.45604399943295,-0.24025752077612658,,,522250.0001221001,174530.00012210011,11/20/2022
Aubyn Square Clubroom,Aubyn Square Clubroom, London,NA,Wandsworth,,121054046,E09000032,West Putney,E05000629,E05000629,51.45999125282246,-0.24079672994462423,Ellie Rashbrook,,522202.0001221001,174968.00012210011,11/20/2022
Community Clubroom (lennox),Community Clubroom (lennox),	Ludovick Walk, London,Wandsworth,,121038491,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.464424944264124,-0.2510073476914707,,,521481.0001221001,175444.00012210011,11/20/2022
Manresa Clubroom,Manresa Clubroom, Fontley Way, London,Wandsworth,,10008157575,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.44670935481333,-0.24029982355133786,,,522272.0001221001,173492.00012210011,11/20/2022
Andrew Reed House Clubroom,Andrew Reed House Clubroom,	1 Linstead Way, London,Wandsworth,,100023330114,E09000032,West Hill,E05000628,E05000628,51.44910150216092,-0.21412687796041707,Clodagh Brown ,,524084.0001221001,173802.00012210011,11/20/2022
Minstead Gardens Clubroom,Minstead Gardens Clubroom, Minstead Gardens, London,Wandsworth,,100023314229,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.4519099066461,-0.2476568555862391,,,521747.0001221001,174058.00012210011,11/20/2022
Newlands Hall (Putney Vale Clubroom),Newlands Hall, 226 Stroud Crescent, Putney Vale Estate,Wandsworth,,100023313548,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.43756460996765,-0.24280981099300242,,,522122.0001221001,172471.00012210011,11/20/2022
Moorlands Community Centre,Moorlands Community Centre,50a Corry Drive,London,Lambeth,,10023850557,E09000022,Coldharbour,E05000420,E05000420,51.459694868423675,-0.10521814369442255,,,531620.0001221001,175170.00012210011,11/20/2022
High Trees Community Development Centre,High Trees Community Development Centre,High Trees,London,Lambeth,http://www.high-trees.org/,100023351563,E09000022,Tulse Hill,E05000435,E05000435,51.44403472114502,-0.11009780045030741,,,531326.0001221001,173420.00012210011,11/20/2022
The Reed,28 Convent Gardens ,NA,NA,Kensington and Chelsea,,217129015,E09000020,Colville,E05009392,E05009392,51.515341773755814,-0.205049137813508,,,524534.0900878981,181182.75012210011,11/20/2022
St John's TRA Office ,Flat 4 Thorne House Launch Street London        ,NA,NA,Tower Hamlets,,6127353,E09000030,Blackwall & Cubitt Town,E05009318,E05009318,51.49576442308766,-0.011092399341692465,,,538048.8601073995,179353.8900756985,11/20/2022
Virginia Quays Community Centre,Virginia Quays Community Centre,27-35 Sexton Court,9 Newport Avenue,Tower Hamlets,https://www.onehousing.co.uk/for-you/volunteering-and-community-involvement/community-centres/virginia-quays-community-centre,6008049,E09000030,Blackwall & Cubitt Town,E05009318,E05009318,51.508542113930645,0.0007368035000631076,,,538831.0001221001,180797.00012210011,11/20/2022
Hillview Community Centre,Hillview Community Centre,1 Midhope Street,London,Camden,https://www.onehousing.co.uk/for-you/volunteering-and-community-involvement/community-centres/hillview-community-centre,5026897,E09000007,King's Cross,E05000141,E05000141,51.52756742998814,-0.12128932580795683,,,530310.0001221001,182688.00012210011,11/20/2022
New Charlton Community Centre,New Charlton Community Centre,217 Maryon Road,London,Greenwich,,100023280304,E09000011,Woolwich Riverside,E05000230,E05000230,51.48857487669148,0.04871440905836513,,,542222.0001221001,178669.00012210011,11/20/2022
