name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Woolwich Public Hall,Wellington Street,Greenwich,NA,Greenwich,https://www.royalgreenwich.gov.uk/info/200164/about_the_royal_borough/327/woolwich_town_hall,10010240402,E09000011,Woolwich Riverside,E05000230,E05000230,51.489241556069494,0.06622287955965825,,,543435.2301024944,178777.29010009766,11/20/2022
Barnfield HUb,Barnfield Gardens,Greenwich,NA,Greenwich,,10010244209,E09000011,Woolwich Common,E05000229,E05000229,51.48001277732143,0.07347767534707202,,,543967.870117195,177765.41009519994,11/20/2022
Flintmill Hall,72 Flintmill Crescent,Greenwich,NA,Greenwich,http://www.stmarys-eltham.co.uk/,10010256224,E09000011,Kidbrooke with Hornfair,E05000223,E05000223,51.46396079027909,0.047461117080913794,,,542211.5501098931,175929.79010009766,11/20/2022
Woolwich Common Community Centre,15-16 Leslie Smith Square,Greenwich,NA,Greenwich,,10010202523,E09000011,Woolwich Common,E05000229,E05000229,51.47978873609566,0.06404937085268886,,,543314.0001221001,177722.00012210011,11/20/2022
Lionel Road Community Hall,540 Westhorne Avenue,Greenwich,NA,Greenwich,,10010199361,E09000011,Eltham West,E05000220,E05000220,51.45454266708653,0.04136840645506036,,,541817.6000976935,174870.80010989308,11/20/2022
Greenwich West Community and Arts Centre,141 Greenwich High Road,Greenwich,NA,Greenwich,https://www.greenwichwest.org.uk/,100023537391,E09000011,Greenwich West,E05000222,E05000222,51.476756369727816,-0.014495557992505898,,,537870.0001221001,177234.00012210011,11/20/2022
Horn Park Community Centre,96 Sibthorpe Road,Greenwich,NA,Greenwich,http://www.hornpark.org.uk/,100023233132,E09000011,Middle Park and Sutcliffe,E05000224,E05000224,51.446308930301605,0.028254588539977296,,,540932.0001221001,173930.00012210011,11/20/2022
Progress Hall,Admiral Seymour Road,Greenwich,NA,Greenwich,not a CC,100023282371,E09000011,Eltham North,E05000218,E05000218,51.458196946394544,0.05315549306296137,,,542625.0001221001,175300.00012210011,11/20/2022
Charlton Community Centre,54-56 The Village,Greenwich,NA,Greenwich,,100023280263,E09000011,Charlton,E05000216,E05000216,51.48138186897365,0.04010295789939331,,,541646.5401000977,177852.53009029478,11/20/2022
C2K Community Centre,2 Penmon Road,Greenwich,NA,Greenwich,,100023249607,E09000011,Abbey Wood,E05000214,E05000214,51.49267026676776,0.11069444686164437,,,546511.1000976935,179246.6000976935,11/20/2022
Glyndon Community Centre,75 Raglan Road,Greenwich,NA,Greenwich,http://www.glyndon.org.uk/glyndon.htm,100023246121,E09000011,Glyndon,E05000221,E05000221,51.48587901842383,0.07923108954462622,,,544348.7800902948,178428.99011229724,11/20/2022
Middle Park Community Centre and the Joan Currie Hall,150 Middle Park Avenue,Greenwich,NA,Greenwich,,100023284034,E09000011,Middle Park and Sutcliffe,E05000224,E05000224,51.44518526982854,0.04050653469887042,,,541786.7200927958,173828.7100829929,11/20/2022
Clockhouse Community Centre,Defiance Walk,Greenwich,NA,Greenwich,https://clockhousecc.org.uk/,100023245372,E09000011,Woolwich Riverside,E05000230,E05000230,51.49339682741297,0.054809081895484196,,,542630.0001221001,179217.00012210011,11/20/2022
World's End Community Centre,7 World'S End Place,Kensington And Chelsea,NA,Kensington and Chelsea,,217005389,E09000020,Chelsea Riverside,E05009391,E05009391,51.48113019058864,-0.1780622797194918,,,526501.0001221001,177425.00012210011,11/20/2022
Kensal House Community Centre,Ladbroke Grove,Kensington And Chelsea,NA,Kensington and Chelsea,,217113030,E09000020,Dalgarno,E05009394,E05009394,51.52472784076105,-0.21353355619911762,,,523920.0001221001,182212.00012210011,11/20/2022
Kensington Town Hall,Hornton Street,Kensington And Chelsea,NA,Kensington and Chelsea,http://www.rbkc.gov.uk/venueskensington,217125489,E09000020,Campden,E05009390,E05009390,51.50125690386472,-0.19351215744137426,,,525373.1301269978,179636.3300780952,11/20/2022
Cambrian Centre,1 Cambrian Road,Richmond Upon Thames,NA,Richmond upon Thames,https://cambriancentre.org/,10070727172,E09000027,South Richmond,E05000528,E05000528,51.45328343995916,-0.29196875138953593,,,518665.0001221001,174138.00012210011,11/20/2022
Whitton Community Centre,Percy Road,Richmond Upon Thames,NA,Richmond upon Thames,https://www.whittoncommunity.org/,100023401561,E09000027,Heathfield,E05000523,E05000523,51.443467402095365,-0.3628967179214056,,,513762.0001221001,172934.00012210011,11/20/2022
The Salvation Army,246 Norwood Road,Lambeth,NA,Lambeth,https://www.salvationarmy.org.uk/west-norwood,100023265855,E09000022,Thurlow Park,E05000434,E05000434,51.43715356261538,-0.1044676233976854,,,531737.0001221001,172665.00012210011,11/20/2022
Vanston Place Community Centre,Samuel Lewis Trust Dwellings,Vanston Place,Hammersmith And Fulham,Hammersmith and Fulham,https://www.shgroup.org.uk/media/233111/vanston-place.pdf,34142009,E09000013,Fulham Broadway,E05000254,E05000254,51.48065577059639,-0.1956534305415929,,,525281.0001221001,177342.00012210011,11/20/2022
Ixworth Place Community Centre,Samuel Lewis Trust Dwellings,Ixworth Place,Kensington And Chelsea,Kensington and Chelsea,https://www.shgroup.org.uk/media/233105/ixworth-place.pdf,217104471,E09000020,Stanley,E05009405,E05009405,51.49144793224189,-0.16781098336785855,,,527184.0001221001,178590.00012210011,11/20/2022
Warner Road Community Centre,Warner Road,Southwark,NA,Southwark,https://www.shgroup.org.uk/media/233112/warner-road.pdf,10000813735,E09000028,Camberwell Green,E05000535,E05011096,51.47324683367467,-0.09237226165291625,,,532473.0001221001,176700.00012210011,11/20/2022
Amhurst Road Community Centre,Charterhouse Road,Hackney,NA,Hackney,https://www.shgroup.org.uk/media/425372/amhurst-road.pdf,10008324069,E09000012,Shacklewell,E05009382,E05009382,51.55248131279728,-0.06646040628176389,,,534039.4600829929,185557.26007079333,11/20/2022
Hindle House Community Centre,Arcola Street,Hackney,NA,Hackney,https://www.shgroup.org.uk/media/233104/hindle-house.pdf,10008241397,E09000012,Shacklewell,E05009382,E05009382,51.55217424723726,-0.07089450910913495,,,533733.0001221001,185515.00012210011,11/20/2022
Stamford Hill Estate Community Centre,110 Stamford Hill,Hackney,NA,Hackney,https://www.shgroup.org.uk/media/233110/stamford-hill.pdf,100023157700,E09000012,Cazenove,E05009368,E05009368,51.56879579006742,-0.06988779288865185,,,533754.0001221001,187365.00012210011,11/20/2022
St Peter’s North Community Centre,1 Marian Place,Tower Hamlets,NA,Tower Hamlets,http://www.thch.org.uk/join-in/supporting-the-comm/,6137526,E09000030,St. Peter's,E05009331,E05009331,51.53313466235229,-0.06052398727959221,,,534508.0001221001,183417.00012210011,11/20/2022
Hanbury Street Community Room,Hanbury Street,Tower Hamlets,NA,Tower Hamlets,http://www.thch.org.uk/join-in/supporting-the-comm/,6015184,E09000030,Spitalfields & Banglatown,E05009333,E05009333,51.51937123403546,-0.06523181942648092,,,534222.0001221001,181878.00012210011,11/20/2022
Richard Mayo Hall,11 Eden Street,Kingston Upon Thames,NA,Kingston upon Thames,https://mayocentre.org.uk/,128042699,E09000021,Grove,E05000408,E05000408,51.408659749993234,-0.3032529827228475,,,517996.0001221001,169158.00012210011,11/20/2022
Lansdowne Green Community Centre,283-291 Wandsworth Road,Lambeth,NA,Lambeth,https://www.3va.org.uk/sites/default/files/AmicusHorizon%20Free%20Community%20Space%20Poster.pdf,200000485937,E09000022,Stockwell,E05000429,E05000429,51.47718706669044,-0.12758043874828465,Rachel Pearson,,530017.0001221001,177075.00012210011,11/20/2022
The William Hobbayne Centre,St Dunstans Road,Ealing,NA,Ealing,http://www.williamhobbaynecharity.co.uk/,12179422,E09000009,Elthorne,E05000176,E05000176,51.5057265369754,-0.3365562346703972,,,515435.0001221001,179898.00012210011,11/20/2022
Brunswick Club,34 Haldane Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,www.thebrunswickclub.org.uk,34055896,E09000013,Fulham Broadway,E05000254,E05000254,51.48223840794749,-0.20090601485173895,,,524912.0001221001,177509.00012210011,11/20/2022
The Irish Cultural Centre,5 Black'S Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://irishculturalcentre.co.uk/,34156699,E09000013,Hammersmith Broadway,E05000256,E05000256,51.49180166209452,-0.2240133929140782,,,523281.9600829929,178533.18011479825,11/20/2022
Central Ward Residents Club,Ashridge Way,Merton,NA,Merton,central-ward.co.uk,48003530,E09000024,Cannon Hill,E05000456,E05000456,51.398427544903264,-0.20562027675912353,,,524813.0001221001,168182.00012210011,11/20/2022
East Twickenham Neighbourhood Association Community Centre,13 Rosslyn Road,Richmond Upon Thames,NA,Richmond upon Thames,https://etnacentre.org/,100023391806,E09000027,Twickenham Riverside,E05000531,E05000531,51.454693598383805,-0.3117093737599522,,,517290.0001221001,174263.00012210011,11/20/2022
Graham Spicer Institute,Dukes Avenue,Kingston Upon Thames,NA,Kingston upon Thames,http://www.graham-spicer-institute.org.uk/images/e.png,128006114,E09000021,Beverley,E05000402,E05000402,51.40244785858636,-0.25384757759568205,,,521448.0001221001,168548.00012210011,11/20/2022
Canbury Pavillion,Lower Ham Road,Kingston Upon Thames,NA,Kingston upon Thames,,128029983,E09000021,Tudor,E05000415,E05000415,51.41651911591624,-0.3044290210595023,,,517894.0001221001,170030.00012210011,11/20/2022
Milapp Day Centre,142 Acre Road,Kingston Upon Thames,NA,Kingston upon Thames,http://www.milaapcentrekingston.org.uk/,128041918,E09000021,Canbury,E05000403,E05000403,51.41656475571967,-0.29332356485051836,,,518666.0001221001,170053.00012210011,11/20/2022
Sangam Community Centre,210 Burnt Oak Broadway,Barnet,NA,Barnet,,200018284,E09000003,Burnt Oak,E05000044,E05000044,51.603025136071395,-0.26889184356403123,,,519874.18011479825,190825.84008789808,11/20/2022
KSL Hall,Mount Pleasant,Brent,NA,Brent,,202087690,E09000005,Alperton,E05000085,E05000085,51.54201411241608,-0.2840760768284485,,,518982.0001221001,184017.00012210011,11/20/2022
Chelsea Old Church,64 Cheyne Walk,Kensington And Chelsea,NA,Kensington and Chelsea,http://www.chelseaoldchurch.org.uk,217061391,E09000020,Chelsea Riverside,E05009391,E05009391,51.48283122017194,-0.16948160091353334,,,527092.0001221001,177629.00012210011,11/20/2022
Granfers Community Centre,73-79 Oakhill Road,Sutton,NA,Sutton,https://www.suttoncvs.org.uk/,5870040510,E09000029,Sutton North,E05000565,E05000565,51.37007833320943,-0.18975949923592955,,,525994.0001221001,165057.00012210011,11/20/2022
Beacon Centre Harrow,Scott Crescent,Harrow,NA,Harrow,,10000005511,E09000015,Roxbourne,E05000301,E05000301,51.57032262738029,-0.35993055062864626,,,513652.0001221001,187044.1000976935,11/20/2022
Selsdon Community Centre,132 Addington Road,Croydon,NA,Croydon,http://www.selsdonhall.co.uk/,10001005673,E09000008,Selsdon and Ballards,E05000162,E05011481,51.34186137619068,-0.06087049840259986,,,535047.0001221001,162149.00012210011,11/20/2022
Aperfield Womens Institute,Lebanon Gardens,Bromley,NA,Bromley,https://www.bromley.gov.uk/directory_record/1210827/aperfield_womens_institute,10003627425,E09000006,Biggin Hill,E05000107,E05000107,51.31021277210387,0.035506075963150224,,,541856.0001221001,158812.00012210011,11/20/2022
Webb Estate Community Hall,Clapton Common,Hackney,NA,Hackney,,10008241655,E09000012,Springfield,E05009383,E05009383,51.569564714325736,-0.06028318215638985,Marcia,,534417.2600707933,187468.11010739952,11/20/2022
Mesifta Talmudical College,90-92 Cazenove Road,Hackney,NA,Hackney,,10008299940,E09000012,Cazenove,E05009368,E05009368,51.564796144107795,-0.06567039426027547,,,534058.0001221001,186928.00012210011,11/20/2022
Abney Public Hall,Stoke Newington Church Street,Hackney,NA,Hackney,www.abneypublichall.com,10008300895,E09000012,Stoke Newington,E05009385,E05009385,51.561225774755314,-0.07606662856962372,Tanya,,533348.0001221001,186512.00012210011,11/20/2022
Connect & Do,105-109 Railton Road,Lambeth,NA,Lambeth,http://www.connectanddo.org/,10008789005,E09000022,Coldharbour,E05000420,E05000420,51.45744834641234,-0.10644850204889685,,,531541.0001221001,174918.00012210011,11/20/2022
One Space Kidbrooke,Kidbrooke Park Road,Greenwich,NA,Greenwich,http://www.onespacekidbrooke.org.uk/,10010255690,E09000011,Eltham West,E05000220,E05000220,51.4588090151915,0.028851996685782484,,,540935.0001221001,175321.00012210011,11/20/2022
Kenley Memorial Home,92 Godstone Road,Croydon,NA,Croydon,,10014051997,E09000008,Kenley,E05000156,E05011469,51.32461498014396,-0.09784377552753282,,,532522.0001221001,160164.00012210011,11/20/2022
DERA Social Centre,Chertsey Road,Richmond Upon Thames,NA,Richmond upon Thames,http://www.deneestate.org/,10070711141,E09000027,Whitton,E05000533,E05000533,51.448375109781516,-0.3505158862888715,,,514610.0001221001,173499.00012210011,11/20/2022
Bolney Meadow Community Centre,31 Bolney Street,Lambeth,NA,Lambeth,https://www.bolneymeadow.com/,10090197815,E09000022,Stockwell,E05000429,E05000429,51.47882957352495,-0.12006680200953662,,,530534.0001221001,177271.00012210011,11/20/2022
Peel Institute Three Corners Centre,Northampton Road,Islington,NA,Islington,http://www.peelinstitute.org.uk/,10090264827,E09000019,Clerkenwell,E05000370,E05000370,51.52484522940489,-0.10525372596594185,,,531430.0001221001,182414.00012210011,11/20/2022
Myatts Field North Centre,24 Crawshay Road,Lambeth,NA,Lambeth,www.regentermyattsfieldnorth.com/community,10091120500,E09000022,Vassall,E05000436,E05000436,51.47386063928378,-0.10797731147539555,,,531387.6500854939,176740.13012699783,11/20/2022
The Exchange,75 London Road,Richmond Upon Thames,NA,Richmond upon Thames,https://exchangetwickenham.co.uk/venue-hire/,10091161250,E09000027,St. Margarets and North Twickenham,E05000527,E05000527,51.44953356825431,-0.3296983903785703,,,516053.42010499537,173660.59008789808,11/20/2022
Docklands Settlements Community Centre,400 Salter Road,Southwark,NA,Southwark,http://docklandsettlements.org.uk/,10091665500,E09000028,Surrey Docks,E05000552,E05011117,51.498686008505516,-0.033555348161645134,,,536481.1301269978,179636.61010739952,11/20/2022
Hook Centre Community Hall,Hook Road,Kingston Upon Thames,NA,Kingston upon Thames,https://www.kingston.gov.uk/info/200203/hook_centre/434/hook_centre_community_hall_and_meeting_room/4,10091803267,E09000021,Chessington North and Hook,E05000404,E05000404,51.36739708817156,-0.30447707972785787,,,518017.0001221001,164568.00012210011,11/20/2022
Yellow Qube,63 Christchurch Road,Lambeth,NA,Lambeth,http://yellowqube.org/,10093377637,E09000022,Tulse Hill,E05000435,E05000435,51.440396461146236,-0.10923072074116597,,,531396.6901244968,173017.0200805962,11/20/2022
Sidcup Workin Mesn Club,169 Main Road,Bexley,NA,Bexley,https://www.sidcupwmc.co.uk/,100022919352,E09000004,Longlands,E05000078,E05011227,51.42742044926908,0.09479308746261843,,,545615.0001221001,171960.00012210011,11/20/2022
Kingston Working Men's Club & Institute,25 Old London Road,Kingston Upon Thames,NA,Kingston upon Thames,http://www.kingstonworkingmensclub.com/,100023059084,E09000021,Grove,E05000408,E05000408,51.410713358732934,-0.29788463865307613,,,518364.0001221001,169395.00012210011,11/20/2022
Oak Tree Community Centre,77 Bethune Road,Hackney,NA,Hackney,https://www.theoaktreecentre.co.uk/,100023157675,E09000012,Woodberry Down,E05009387,E05009387,51.57028990848942,-0.0798258845429612,,,533061.0001221001,187513.00012210011,11/20/2022
Kurdish Community Centre,11 Portland Gardens,London Borough Of Haringey,NA,Haringey,https://www.facebook.com/KurdishCommunityCentre?pnref=story,100023184436,E09000014,St. Ann's,E05000277,E05000277,51.577322183419255,-0.0952338816159919,,,531973.0001221001,188267.00012210011,11/20/2022
Vauxhall Gardens Community Centre,5 Glasshouse Walk,Lambeth,NA,Lambeth,http://vgcc.org.uk/,100023230451,E09000022,Prince's,E05000427,E05000427,51.488423604445586,-0.12049327731175971,,,530477.0001221001,178337.00012210011,11/20/2022
Polish Community Centre,6 Oliver Grove,Croydon,NA,Croydon,,100023260702,E09000008,South Norwood,E05000164,E05011485,51.39830923101562,-0.07575149254076448,,,533846.0001221001,168398.00012210011,11/20/2022
Tresham Tenants Association Room,Red Lion Square,NA,NA,Camden,,5144581,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.519155258415246,-0.11660448092442112,,,530659.0001221001,181761.00012210011,11/20/2022
The White House Community Association,45 The Avenue,Richmond Upon Thames,NA,Richmond upon Thames,www.whitehousehampton.co.uk,100023398296,E09000027,Hampton North,E05000521,E05000521,51.42505629254454,-0.3757107296611901,,,512917.0001221001,170867.00012210011,11/20/2022
Ickenham Village Hall,33 Swakeleys Road,Hillingdon,NA,Hillingdon,https://www.ickenhamvillagehall.co.uk/,100023413373,E09000017,Ickenham,E05000333,E05000333,51.564095596943616,-0.4442496412819576,,,507824.0001221001,186224.00012210011,11/20/2022
Bray TRA Hall,Bray Tower, Fellows Road,NA,Camden,,5144587,E09000007,Belsize,E05000128,E05000128,51.543087036830315,-0.16482856984877184,,,527247.0001221001,184337.00012210011,11/20/2022
The Hellenic Centre,16-18 Paddington Street,City Of Westminster,NA,Westminster,http://helleniccentre.org/venue-hire/,100023464226,E09000033,Marylebone High Street,E05000641,E05000641,51.520446600044,-0.15198604497254273,,,528201.0001221001,181842.00012210011,11/20/2022
Forestdale Residents Association,1 Bardolph Avenue,Croydon,NA,Croydon,,100023534438,E09000008,Heathfield,E05000155,E05011481,51.34603115723535,-0.040674599841900805,,,536441.0001221001,162650.00012210011,11/20/2022
Stanley Halls,South Norwood Hill,Croydon,NA,Croydon,,100023536211,E09000008,South Norwood,E05000164,E05011485,51.399732872447665,-0.07372191667241054,,,533983.0001221001,168560.00012210011,11/20/2022
